user_id
STUD0015018
STUD0014621
STUD0014000
STUD0014772
STUD0013640
STUD0013971
STUD0013426
STUD0014558
STUD0014838
STUD0013698
STUD0014729
STUD0014490
STUD0014641
STUD0014635
STUD0014293
STUD0014204
STUD0014706
STUD0014612
STUD0013783
STUD0014567
STUD0010582
STUD0014744
STUD0014649
STUD0014795
STUD0013868
STUD0014185
STUD0014712
STUD0010700
STUD0014503
STUD0014797
STUD0014568
STUD0014868
STUD0014518
STUD0014935
STUD0014538
STUD0014207
STUD0014800
STUD0014693
STUD0013918
STUD0014834
STUD0013593
STUD0014650
STUD0014847
STUD0015003
STUD0014362
STUD0014915
STUD0014544
STUD0014288
STUD0014662
STUD0014685
STUD0014867
STUD0014031
STUD0014463
STUD0013749
STUD0013875
STUD0013985
STUD0014648
STUD0013977
STUD0014789
STUD0014888
STUD0014495
STUD0014997
STUD0014749
STUD0014921
STUD0014714
STUD0014968
STUD0014424
STUD0014607
STUD0014245
STUD0014726
STUD0014752
STUD0014841
STUD0014936
STUD0014742
STUD0014843
STUD0014268
STUD0014740
STUD0014676
STUD0013824
STUD0014494
STUD0014812
STUD0014802
STUD0014854
STUD0014817
STUD0014719
STUD0014750
STUD0014912
STUD0013631
STUD0014856
STUD0011721
STUD0013787
STUD0014614
STUD0014819
STUD0014665
STUD0014217
STUD0014559
STUD0014990
STUD0014005
STUD0014690
STUD0014654
STUD0014850
STUD0014617
STUD0014611
STUD0014831
STUD0014167
STUD0014727
STUD0014509
STUD0014796
STUD0014238
STUD0014010
STUD0014809
STUD0014688
STUD0014892
STUD0015019
STUD0014575
STUD0014613
STUD0014747
STUD0013844
STUD0014457
STUD0015033
STUD0012730
STUD0014771
STUD0014088
STUD0010349
STUD0014171
STUD0014703
STUD0014704
STUD0014853
STUD0014692
STUD0014678
STUD0014470
STUD0014877
STUD0015008
STUD0014610
STUD0014497
STUD0014918
STUD0014677
STUD0014600
STUD0014751
STUD0014869
STUD0013767
STUD0014487
STUD0014903
STUD0014546
STUD0014697
STUD0013883
STUD0013804
STUD0014916
STUD0013633
STUD0014848
STUD0014923
STUD0014788
STUD0014603
STUD0014471
STUD0014859
STUD0012410
STUD0014370
STUD0014951
STUD0013774
STUD0014651
STUD0014515
STUD0014959
STUD0014779
STUD0014476
STUD0014286
STUD0014855
STUD0014828
STUD0014477
STUD0014481
STUD0013546
STUD0013806
STUD0014991
STUD0014496
STUD0014014
STUD0014644
STUD0014105
STUD0014631
STUD0013504
STUD0014718
STUD0014840
STUD0015024
STUD0014522
STUD0014933
STUD0015005
STUD0014638
STUD0014720
STUD0014505
STUD0014089
STUD0014878
STUD0014086
STUD0014835
STUD0014467
STUD0014783
STUD0014547
STUD0014979
STUD0014683
STUD0014820
STUD0013858
STUD0013992
STUD0014656
STUD0014818
STUD0014738
STUD0013884
STUD0014493
STUD0014573
STUD0014944
STUD0014073
STUD0014632
STUD0014352
STUD0014537
STUD0014984
STUD0014976
STUD0014608
STUD0014768
STUD0014699
STUD0014864
STUD0014529
STUD0014596
STUD0000144
STUD0014748
STUD0014533
STUD0015015
STUD0014134
STUD0014716
STUD0014883
STUD0013933
STUD0014679
STUD0014813
STUD0014866
STUD0014837
STUD0014319
STUD0014577
STUD0014294
STUD0014460
STUD0014939
STUD0013797
STUD0014674
STUD0014080
STUD0014174
STUD0014433
STUD0014560
STUD0014499
STUD0014574
STUD0014898
STUD0014385
STUD0014992
STUD0014871
STUD0013474
STUD0013987
STUD0013541
STUD0013731
STUD0014882
STUD0014832
STUD0014511
STUD0007106
STUD0014963
STUD0014753
STUD0014514
STUD0014531
STUD0015032
STUD0014122
STUD0001574
STUD0014894
STUD0013623
STUD0014724
STUD0014198
STUD0014335
STUD0013877
STUD0014307
STUD0015001
STUD0014432
STUD0014833
STUD0014798
STUD0013663
STUD0011277
STUD0014526
STUD0014043
STUD0014235
STUD0014701
STUD0014472
STUD0014571
STUD0014523
STUD0013945
STUD0014792
STUD0014668
STUD0014158
STUD0011874
STUD0013779
STUD0014715
STUD0014680
STUD0014710
STUD0014758
STUD0014700
STUD0014459
STUD0010073
STUD0014278
STUD0009847
STUD0014587
STUD0013448
STUD0014166
STUD0014705
STUD0008868
STUD0015027
STUD0014904
STUD0014922
STUD0014791
STUD0013611
STUD0014565
STUD0014801
STUD0014673
STUD0014588
STUD0014270
STUD0013696
STUD0013996
STUD0013965
STUD0013471
STUD0014035
STUD0013842
STUD0014722
STUD0014909
STUD0014760
STUD0014025
STUD0014805
STUD0013832
STUD0014794
STUD0014816
STUD0014570
STUD0013677
STUD0014552
STUD0014155
STUD0014103
STUD0015016
STUD0013654
STUD0014960
STUD0014233
STUD0013076
STUD0012973
STUD0014353
STUD0013642
STUD0014224
STUD0013325
STUD0014316
STUD0012377
STUD0014358
STUD0014928
STUD0014857
STUD0014500
STUD0013660
STUD0014929
STUD0013582
STUD0007690
STUD0014591
STUD0012355
STUD0014814
STUD0012130
STUD0012775
STUD0014355
STUD0014524
STUD0014620
STUD0014201
STUD0011962
STUD0014034
STUD0014737
STUD0014303
STUD0011471
STUD0014908
STUD0012682
STUD0014845
STUD0013411
STUD0013910
STUD0013741
STUD0014556
STUD0014536
STUD0013809
STUD0014896
STUD0013919
STUD0014179
STUD0013485
STUD0013750
STUD0014336
STUD0013909
STUD0014615
STUD0014858
STUD0014550
STUD0014609
STUD0014475
STUD0014759
STUD0010784
STUD0014687
STUD0011709
STUD0014598
STUD0014972
STUD0014382
STUD0013876
STUD0014081
STUD0013760
STUD0014595
STUD0013942
STUD0014473
STUD0014466
STUD0015029
STUD0014208
STUD0005243
STUD0014543
STUD0014675
STUD0012516
STUD0014140
STUD0014735
STUD0014074
STUD0014626
STUD0014836
STUD0014569
STUD0013853
STUD0014594
STUD0014804
STUD0013489
STUD0014708
STUD0014528
STUD0013762
STUD0014672
STUD0014084
STUD0014186
STUD0014769
STUD0014586
STUD0014973
STUD0014173
STUD0014746
STUD0013902
STUD0013615
STUD0014545
STUD0013728
STUD0014320
STUD0014645
STUD0014146
STUD0014508
STUD0014272
STUD0013658
STUD0014322
STUD0014576
STUD0012577
STUD0013754
STUD0014328
STUD0014964
STUD0014590
STUD0013515
STUD0015026
STUD0011054
STUD0014111
STUD0014811
STUD0013725
STUD0014842
STUD0014581
STUD0014846
STUD0012967
STUD0015009
STUD0014684
STUD0014653
STUD0014807
STUD0013765
STUD0014584
STUD0014622
STUD0013937
STUD0014147
STUD0004820
STUD0014040
STUD0013406
STUD0014507
STUD0014711
STUD0014506
STUD0014583
STUD0014634
STUD0014815
STUD0013753
STUD0014563
STUD0013364
STUD0013812
STUD0014790
STUD0014387
STUD0014151
STUD0014824
STUD0013496
STUD0014282
STUD0014764
STUD0014728
STUD0015025
STUD0014940
STUD0014321
STUD0014341
STUD0014300
STUD0014637
STUD0014504
STUD0014917
STUD0014392
STUD0014267
STUD0014962
STUD0013561
STUD0013889
STUD0014501
STUD0013694
STUD0014664
STUD0014213
STUD0014863
STUD0014187
STUD0014661
STUD0013901
STUD0014663
STUD0014773
STUD0014492
STUD0014589
STUD0014698
STUD0014195
STUD0014259
STUD0014995
STUD0014927
STUD0014938
STUD0013894
STUD0014554
STUD0014194
STUD0014202
STUD0014161
STUD0011917
STUD0014297
STUD0012649
STUD0014616
STUD0014482
STUD0014669
STUD0014900
STUD0013903
STUD0014633
STUD0013477
STUD0013746
STUD0013997
STUD0014377
STUD0011657
STUD0014630
STUD0013532
STUD0014885
STUD0011700
STUD0014954
STUD0014937
STUD0014671
STUD0013518
STUD0013649
STUD0014176
STUD0013755
STUD0014038
STUD0014754
STUD0012797
STUD0013554
STUD0014784
STUD0014419
STUD0014228
STUD0014033
STUD0013706
STUD0014880
STUD0014717
STUD0014803
STUD0014761
STUD0013895
STUD0013634
STUD0014974
STUD0014012
STUD0014469
STUD0009808
STUD0014901
STUD0014004
STUD0014548
STUD0013848
STUD0014549
STUD0014096
STUD0014969
STUD0014579
STUD0014945
STUD0014605
STUD0013969
STUD0014765
STUD0014713
STUD0007781
STUD0014184
STUD0014491
STUD0014870
STUD0014354
STUD0013445
STUD0014149
STUD0013964
STUD0014019
STUD0014170
STUD0013607
STUD0009036
STUD0013435
STUD0014483
STUD0013979
STUD0014561
STUD0014730
STUD0013819
STUD0014109
STUD0014743
STUD0014757
STUD0014623
STUD0014190
STUD0014597
STUD0014363
STUD0014541
STUD0014148
STUD0013264
STUD0012600
STUD0013559
STUD0014839
STUD0014851
STUD0014602
STUD0013535
STUD0014741
STUD0014948
STUD0014652
STUD0013704
STUD0014513
STUD0014192
STUD0013786
STUD0008281
STUD0014248
STUD0014872
STUD0013775
STUD0013711
STUD0014315
STUD0014825
STUD0014527
STUD0014401
STUD0014967
STUD0014647
STUD0014986
STUD0014657
STUD0014512
STUD0013782
STUD0013980
STUD0014046
STUD0014905
STUD0014861
STUD0014625
STUD0013579
STUD0014157
STUD0011450
STUD0013491
STUD0014465
STUD0014520
STUD0013788
